environment,seed,timesteps,metric_return
Custom,42,55000,20.0
Custom,42,56000,6.0
Custom,42,57000,11.0
Custom,42,58000,21.0
Custom,42,59000,11.0
Custom,42,60000,15.0
Custom,42,61000,13.0
Custom,42,62000,20.0
Custom,42,63000,6.0
Custom,42,64000,14.0
Custom,42,65000,26.0
Custom,42,66000,21.0
Custom,42,67000,18.0
Custom,42,68000,7.0
Custom,42,69000,15.0
Custom,42,70000,8.0
Custom,42,71000,30.0
Custom,42,72000,14.0
Custom,42,73000,15.0
Custom,42,74000,30.0
Custom,42,75000,18.0
Custom,42,76000,12.0
Custom,42,77000,14.0
Custom,42,78000,12.0
Custom,42,79000,6.0
Custom,42,80000,22.0
Custom,42,81000,11.0
Custom,42,82000,22.0
Custom,42,83000,22.0
Custom,42,84000,6.0
Custom,42,85000,15.0
Custom,42,86000,11.0
Custom,42,87000,14.0
Custom,42,88000,6.0
Custom,42,89000,9.0
Custom,42,90000,13.0
Custom,42,91000,16.0
Custom,42,92000,17.0
Custom,42,93000,16.0
Custom,42,94000,16.0
Custom,42,95000,11.0
Custom,42,96000,30.0
Custom,42,97000,18.0
Custom,42,98000,35.0
Custom,42,99000,29.0
Custom,42,100000,34.0
Custom,42,101000,20.0
Custom,42,102000,10.0
Custom,42,103000,9.0
Custom,42,104000,11.0
Custom,42,105000,12.0
Custom,42,106000,22.0
Custom,42,107000,18.0
Custom,42,108000,24.0
Custom,42,109000,14.0
Custom,42,110000,65.0
Custom,42,111000,23.0
Custom,42,112000,22.0
Custom,42,113000,24.0
Custom,42,114000,23.0
Custom,42,115000,21.0
Custom,42,116000,14.0
Custom,42,117000,14.0
Custom,42,118000,22.0
Custom,42,119000,14.0
Custom,42,120000,15.0
Custom,42,121000,21.0
Custom,42,122000,16.0
Custom,42,123000,31.0
Custom,42,124000,26.0
Custom,42,125000,23.0
Custom,42,126000,59.0
Custom,42,127000,17.0
Custom,42,128000,55.0
Custom,42,129000,22.0
Custom,42,130000,22.0
Custom,42,131000,69.0
Custom,42,132000,35.0
Custom,42,133000,23.0
Custom,42,134000,27.0
Custom,42,135000,31.0
Custom,42,136000,19.0
Custom,42,137000,20.0
Custom,42,138000,24.0
Custom,42,139000,21.0
Custom,42,140000,29.0
Custom,42,141000,31.0
Custom,42,142000,33.0
Custom,42,143000,38.0
Custom,42,144000,22.0
Custom,42,145000,20.0
Custom,42,146000,17.0
Custom,42,147000,22.0
Custom,42,148000,18.0
Custom,42,149000,26.0
Custom,42,150000,15.0
Custom,42,151000,24.0
Custom,42,152000,23.0
Custom,42,153000,24.0
Custom,42,154000,24.0
Custom,42,155000,23.0
Custom,42,156000,23.0
Custom,42,157000,21.0
Custom,42,158000,19.0
Custom,42,159000,27.0
Custom,42,160000,29.0
Custom,42,161000,28.0
Custom,42,162000,53.0
Custom,42,163000,74.0
Custom,42,164000,20.0
Custom,42,165000,29.0
Custom,42,166000,31.0
Custom,42,167000,14.0
Custom,42,168000,34.0
Custom,42,169000,54.0
Custom,42,170000,32.0
Custom,42,171000,57.0
Custom,42,172000,33.0
Custom,42,173000,22.0
Custom,42,174000,29.0
Custom,42,175000,32.0
Custom,42,176000,40.0
Custom,42,177000,20.0
Custom,42,178000,62.0
Custom,42,179000,118.0
Custom,42,180000,36.0
Custom,42,181000,40.0
Custom,42,182000,71.0
Custom,42,183000,69.0
Custom,42,184000,117.0
Custom,42,185000,67.0
Custom,42,186000,47.0
Custom,42,187000,92.0
Custom,42,188000,79.0
Custom,42,189000,74.0
Custom,42,190000,62.0
Custom,42,191000,76.0
Custom,42,192000,61.0
Custom,42,193000,62.0
Custom,42,194000,94.0
Custom,42,195000,70.0
Custom,42,196000,94.0
Custom,42,197000,236.0
Custom,42,198000,78.0
Custom,42,199000,93.0
Custom,42,200000,168.0
Custom,42,201000,54.0
Custom,42,202000,99.0
Custom,42,203000,90.0
Custom,42,204000,73.0
Custom,42,205000,103.0
Custom,42,206000,126.0
Custom,42,207000,77.0
Custom,42,208000,137.0
Custom,42,209000,216.0
Custom,42,210000,197.0
Custom,42,211000,146.0
Custom,42,212000,175.0
Custom,42,213000,137.0
Custom,42,214000,169.0
Custom,42,215000,137.0
Custom,42,216000,165.0
Custom,42,217000,149.0
Custom,42,218000,255.0
Custom,42,219000,313.0
Custom,42,220000,192.0
Custom,42,221000,207.0
Custom,42,222000,249.0
Custom,42,223000,140.0
Custom,42,224000,218.0
Custom,42,225000,84.0
Custom,42,226000,178.0
Custom,42,227000,148.0
Custom,42,228000,465.0
Custom,42,229000,276.0
Custom,42,230000,405.0
Custom,42,231000,269.0
Custom,42,232000,201.0
Custom,42,233000,165.0
Custom,42,234000,224.0
Custom,42,235000,551.0
Custom,42,236000,257.0
Custom,42,237000,343.0
Custom,42,238000,375.0
Custom,42,239000,777.0
Custom,42,240000,861.0
Custom,42,241000,818.0
Custom,42,242000,522.0
Custom,42,243000,1000.0
Custom,42,244000,1000.0
Custom,42,245000,1000.0
Custom,42,246000,1000.0
Custom,42,247000,1000.0
Custom,42,248000,1000.0
Custom,42,249000,1000.0
Custom,42,250000,1000.0
Custom,42,251000,1000.0
