Episode,Return,Cost,Length,Violation
1,1000.0,0.2344369063254635,1000,0
2,1000.0,0.2493737412623959,1000,0
3,1000.0,0.20139877370236117,1000,0
4,1000.0,0.3541817904167593,1000,0
5,1000.0,0.2122173685940463,1000,0
6,1000.0,0.35391024152547274,1000,0
7,1000.0,0.2196690566609188,1000,0
8,1000.0,0.23474350792626195,1000,0
9,1000.0,0.2553444019146447,1000,0
10,1000.0,0.37786498162336,1000,0
11,1000.0,0.27443077664084636,1000,0
12,1000.0,0.30497248441156577,1000,0
13,1000.0,0.3324635927266833,1000,0
14,1000.0,0.40293660871919623,1000,0
15,1000.0,0.24157381380583087,1000,0
16,1000.0,0.3680703136223759,1000,0
17,1000.0,0.2558636293775214,1000,0
18,1000.0,0.29672082303473574,1000,0
19,1000.0,0.29429390146762935,1000,0
20,1000.0,0.23838526728101364,1000,0
21,1000.0,0.22954030916079818,1000,0
22,1000.0,0.20275934950821506,1000,0
23,1000.0,0.36599086977284034,1000,0
24,1000.0,0.24706842755974928,1000,0
25,1000.0,0.2496292488553485,1000,0
26,1000.0,0.3131869907710208,1000,0
27,1000.0,0.2669654763200409,1000,0
28,1000.0,0.26595161651848787,1000,0
29,1000.0,0.31711801232052234,1000,0
30,1000.0,0.25191401291875704,1000,0
31,1000.0,0.24245630406339758,1000,0
32,1000.0,0.21310531120227733,1000,0
33,1000.0,0.3739469549365077,1000,0
34,1000.0,0.1940323025043046,1000,0
35,1000.0,0.37192648866476485,1000,0
36,1000.0,0.23658332367500673,1000,0
37,1000.0,0.2578774439084929,1000,0
38,1000.0,0.24385596316197689,1000,0
39,1000.0,0.24096653461436557,1000,0
40,1000.0,0.2072516573636465,1000,0
41,1000.0,0.3684731004584091,1000,0
42,1000.0,0.22583305441131077,1000,0
43,1000.0,0.22125558814041532,1000,0
44,1000.0,0.3029093476873838,1000,0
45,1000.0,0.21383840268313106,1000,0
46,1000.0,0.27644794271251305,1000,0
47,1000.0,0.2220670310071074,1000,0
48,1000.0,0.2648447265276878,1000,0
49,1000.0,0.25212199305439653,1000,0
50,1000.0,0.3030045437793637,1000,0
51,1000.0,0.19165778750513587,1000,0
52,1000.0,0.17095401034103344,1000,0
53,1000.0,0.15057486754119848,1000,0
54,1000.0,0.4216218450620476,1000,0
55,1000.0,0.2318740989095386,1000,0
56,1000.0,0.20541475711667784,1000,0
57,1000.0,0.208919900866534,1000,0
58,1000.0,0.2538020589435473,1000,0
59,1000.0,0.34953314190807355,1000,0
60,1000.0,0.365714904447006,1000,0
