environment,seed,timesteps,metric_return
Custom,42,108000,20.0
Custom,42,109000,11.0
Custom,42,110000,21.0
Custom,42,111000,22.0
Custom,42,112000,8.0
Custom,42,113000,17.0
Custom,42,114000,19.0
Custom,42,115000,12.0
Custom,42,116000,9.0
Custom,42,117000,8.0
Custom,42,118000,32.0
Custom,42,119000,4.0
Custom,42,120000,13.0
Custom,42,121000,22.0
Custom,42,122000,11.0
Custom,42,123000,24.0
Custom,42,124000,18.0
Custom,42,125000,17.0
Custom,42,126000,16.0
Custom,42,127000,9.0
Custom,42,128000,9.0
Custom,42,129000,9.0
Custom,42,130000,14.0
Custom,42,131000,4.0
Custom,42,132000,16.0
Custom,42,133000,15.0
Custom,42,134000,29.0
Custom,42,135000,11.0
Custom,42,136000,12.0
Custom,42,137000,10.0
Custom,42,138000,8.0
Custom,42,139000,16.0
Custom,42,140000,35.0
Custom,42,141000,23.0
Custom,42,142000,58.0
Custom,42,143000,23.0
Custom,42,144000,11.0
Custom,42,145000,11.0
Custom,42,146000,5.0
Custom,42,147000,16.0
Custom,42,148000,10.0
Custom,42,149000,19.0
Custom,42,150000,4.0
Custom,42,151000,28.0
Custom,42,152000,4.0
Custom,42,153000,11.0
Custom,42,154000,18.0
Custom,42,155000,10.0
Custom,42,156000,7.0
Custom,42,157000,11.0
Custom,42,158000,6.0
Custom,42,159000,11.0
Custom,42,160000,12.0
Custom,42,161000,13.0
Custom,42,162000,35.0
Custom,42,163000,32.0
Custom,42,164000,6.0
Custom,42,165000,12.0
Custom,42,166000,16.0
Custom,42,167000,4.0
Custom,42,168000,12.0
Custom,42,169000,15.0
Custom,42,170000,24.0
Custom,42,171000,13.0
Custom,42,172000,26.0
Custom,42,173000,11.0
Custom,42,174000,6.0
Custom,42,175000,5.0
Custom,42,176000,4.0
Custom,42,177000,15.0
Custom,42,178000,21.0
Custom,42,179000,12.0
Custom,42,180000,19.0
Custom,42,181000,17.0
Custom,42,182000,17.0
Custom,42,183000,10.0
Custom,42,184000,23.0
Custom,42,185000,29.0
Custom,42,186000,11.0
Custom,42,187000,3.0
Custom,42,188000,27.0
Custom,42,189000,8.0
Custom,42,190000,18.0
Custom,42,191000,17.0
Custom,42,192000,18.0
Custom,42,193000,9.0
Custom,42,194000,10.0
Custom,42,195000,10.0
Custom,42,196000,21.0
Custom,42,197000,10.0
Custom,42,198000,23.0
Custom,42,199000,18.0
Custom,42,200000,12.0
