Episode,Return,Cost,Length,Violation
1,1000.0,2.72167576322418,1000,0
2,1000.0,2.8632352881350833,1000,0
3,1000.0,1.4857524534261106,1000,0
4,1000.0,5.283927287621259,1000,0
5,1000.0,2.1731637824945222,1000,0
6,1000.0,2.423176308008643,1000,0
7,1000.0,2.804721010468022,1000,0
8,1000.0,2.4356773188806664,1000,0
9,1000.0,1.6544449893227158,1000,0
10,1000.0,5.59050447430982,1000,0
11,1000.0,0.9900700005415974,1000,0
12,1000.0,1.387080276431379,1000,0
13,1000.0,3.2874261291325793,1000,0
14,1000.0,2.4260318051391803,1000,0
15,1000.0,3.010919308277402,1000,0
16,1000.0,2.592654250320163,1000,0
17,1000.0,2.0110700809391364,1000,0
18,1000.0,2.2637720422193945,1000,0
19,1000.0,2.7397560898259754,1000,0
20,1000.0,3.565079757656072,1000,0
21,1000.0,2.1036737321782315,1000,0
22,1000.0,2.6085964573651923,1000,0
23,1000.0,5.069381080466793,1000,0
24,1000.0,2.6588324832682733,1000,0
25,1000.0,3.098166933360903,1000,0
26,1000.0,2.5370532832133765,1000,0
27,1000.0,1.8429402679249973,1000,0
28,1000.0,2.2996123167789198,1000,0
29,1000.0,3.483336582696288,1000,0
30,1000.0,2.7964278469687223,1000,0
31,1000.0,2.4169094427604074,1000,0
32,1000.0,1.9671353223323003,1000,0
33,1000.0,1.32085846116029,1000,0
34,1000.0,1.618951223960282,1000,0
35,1000.0,3.8772482266287334,1000,0
36,1000.0,2.706069713408714,1000,0
37,1000.0,1.443521912178711,1000,0
38,1000.0,2.245046932621396,1000,0
39,1000.0,3.791780457871835,1000,0
40,1000.0,2.45254109130875,1000,0
41,1000.0,2.4691842915406483,1000,0
42,1000.0,2.0580197207099924,1000,0
43,1000.0,1.244394559723241,1000,0
44,1000.0,2.288223941663202,1000,0
45,1000.0,2.4191362310811897,1000,0
46,1000.0,1.929836942556557,1000,0
47,1000.0,2.070527244781054,1000,0
48,1000.0,3.2645494829762214,1000,0
49,1000.0,2.377430843644563,1000,0
50,1000.0,2.2453971784424125,1000,0
51,1000.0,1.5442452381299532,1000,0
52,1000.0,1.9932420162007622,1000,0
53,1000.0,1.5564721456144468,1000,0
54,1000.0,4.947430183191325,1000,0
55,1000.0,2.0229151347976386,1000,0
56,1000.0,2.6071059693905534,1000,0
57,1000.0,1.6414556161409442,1000,0
58,1000.0,2.462208730578669,1000,0
59,1000.0,4.589012064500675,1000,0
60,1000.0,3.928288692750323,1000,0
