Episode,Return,Cost,Length,Violation
1,1000.0,0.4738357719531386,1000,0
2,1000.0,0.7586990141868702,1000,0
3,1000.0,0.4851109100826532,1000,0
4,1000.0,0.8278625742101853,1000,0
5,1000.0,0.4765722599726508,1000,0
6,1000.0,0.4419985195351851,1000,0
7,1000.0,0.6022784054568446,1000,0
8,1000.0,0.6891866267093383,1000,0
9,1000.0,0.44571928912694064,1000,0
10,1000.0,0.8761956111648922,1000,0
11,1000.0,0.3363164220451458,1000,0
12,1000.0,0.5002132339216379,1000,0
13,1000.0,0.6772781939016442,1000,0
14,1000.0,0.6831839563362054,1000,0
15,1000.0,0.43937810465656224,1000,0
16,1000.0,0.5534722294036162,1000,0
17,1000.0,0.6622303834665223,1000,0
18,1000.0,0.2797268574003906,1000,0
19,1000.0,0.5377839875858519,1000,0
20,1000.0,0.48390658308429885,1000,0
21,1000.0,0.42089009797870813,1000,0
22,1000.0,0.6174067182738663,1000,0
23,1000.0,0.7939189364989128,1000,0
24,1000.0,0.5933877361575525,1000,0
25,1000.0,0.6688584387356735,1000,0
26,1000.0,0.8004256280051814,1000,0
27,1000.0,0.5491409943521985,1000,0
28,1000.0,0.6935001319224297,1000,0
29,1000.0,0.5640073552871303,1000,0
30,1000.0,0.6888140049075908,1000,0
31,1000.0,0.2629358786112632,1000,0
32,1000.0,0.40234418092991586,1000,0
33,1000.0,0.46204977634261213,1000,0
34,1000.0,0.36484028613063363,1000,0
35,1000.0,0.7583780080076418,1000,0
36,1000.0,0.44834707647823496,1000,0
37,1000.0,0.4901461786274808,1000,0
38,1000.0,0.4933021060722741,1000,0
39,1000.0,0.507878906623936,1000,0
40,1000.0,0.45006088597069516,1000,0
41,1000.0,0.46854929732403217,1000,0
42,1000.0,0.5548861477961393,1000,0
43,1000.0,0.35580821078196545,1000,0
44,1000.0,0.5615167107313441,1000,0
45,1000.0,0.3979124162793327,1000,0
46,1000.0,0.4549684722539195,1000,0
47,1000.0,0.4929642640882193,1000,0
48,1000.0,0.5880265398116051,1000,0
49,1000.0,0.583210000894082,1000,0
50,1000.0,0.7373448244918168,1000,0
51,1000.0,0.4360496404552246,1000,0
52,1000.0,0.43696529535039114,1000,0
53,1000.0,0.43382078114401595,1000,0
54,1000.0,0.5911249305000693,1000,0
55,1000.0,0.3137830529538646,1000,0
56,1000.0,0.3988457752158065,1000,0
57,1000.0,0.5041924062856019,1000,0
58,1000.0,0.5741796024075708,1000,0
59,1000.0,0.7236129932797254,1000,0
60,1000.0,0.6723889339191046,1000,0
